volcano_number,volcano_name,primary_volcano_type,last_eruption_year,country,region,subregion,latitude,longitude,elevation,tectonic_settings,evidence_category,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km,eruption_number,eruption_category,start_year,start_month,start_day,evidence_method_dating
263200,Dieng Volcanic Complex,Complex,2018,Indonesia,Indonesia,Java,-7.2,109.879,2565,Subduction zone / Continental crust (>25 km),Eruption Observed,1092929,1092929,1886942,24381814,15788,Confirmed Eruption,1986,8.0,6.0,Historical Observations
263200,Dieng Volcanic Complex,Complex,2018,Indonesia,Indonesia,Java,-7.2,109.879,2565,Subduction zone / Continental crust (>25 km),Eruption Observed,1092929,1092929,1886942,24381814,15786,Confirmed Eruption,1979,2.0,20.0,Historical Observations
263200,Dieng Volcanic Complex,Complex,2018,Indonesia,Indonesia,Java,-7.2,109.879,2565,Subduction zone / Continental crust (>25 km),Eruption Observed,1092929,1092929,1886942,24381814,15785,Confirmed Eruption,1964,12.0,13.0,Historical Observations
263200,Dieng Volcanic Complex,Complex,2018,Indonesia,Indonesia,Java,-7.2,109.879,2565,Subduction zone / Continental crust (>25 km),Eruption Observed,1092929,1092929,1886942,24381814,15784,Confirmed Eruption,1956,6.0,2.0,Historical Observations
263200,Dieng Volcanic Complex,Complex,2018,Indonesia,Indonesia,Java,-7.2,109.879,2565,Subduction zone / Continental crust (>25 km),Eruption Observed,1092929,1092929,1886942,24381814,15783,Confirmed Eruption,1954,12.0,6.0,Historical Observations
263200,Dieng Volcanic Complex,Complex,2018,Indonesia,Indonesia,Java,-7.2,109.879,2565,Subduction zone / Continental crust (>25 km),Eruption Observed,1092929,1092929,1886942,24381814,15778,Confirmed Eruption,1939,10.0,13.0,Historical Observations
263200,Dieng Volcanic Complex,Complex,2018,Indonesia,Indonesia,Java,-7.2,109.879,2565,Subduction zone / Continental crust (>25 km),Eruption Observed,1092929,1092929,1886942,24381814,15776,Confirmed Eruption,1883,12.0,26.0,Historical Observations
263200,Dieng Volcanic Complex,Complex,2018,Indonesia,Indonesia,Java,-7.2,109.879,2565,Subduction zone / Continental crust (>25 km),Eruption Observed,1092929,1092929,1886942,24381814,15774,Confirmed Eruption,1826,10.0,11.0,Historical Observations
268010,Dukono,Complex,2020,Indonesia,Indonesia,Halmahera,1.693,127.894,1229,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,1575,3348,101506,393070,16577,Confirmed Eruption,1933,8.0,13.0,Historical Observations
290380,Ebeko,Stratovolcano,2020,Russia,Kuril Islands,Kuril Islands,50.686,156.014,1103,Subduction zone / Continental crust (>25 km),Eruption Observed,0,267,1076,3098,18876,Confirmed Eruption,1991,1.0,16.0,Historical Observations
290380,Ebeko,Stratovolcano,2020,Russia,Kuril Islands,Kuril Islands,50.686,156.014,1103,Subduction zone / Continental crust (>25 km),Eruption Observed,0,267,1076,3098,18875,Confirmed Eruption,1989,2.0,2.0,Historical Observations
290380,Ebeko,Stratovolcano,2020,Russia,Kuril Islands,Kuril Islands,50.686,156.014,1103,Subduction zone / Continental crust (>25 km),Eruption Observed,0,267,1076,3098,18874,Confirmed Eruption,1987,10.0,14.0,Historical Observations
290380,Ebeko,Stratovolcano,2020,Russia,Kuril Islands,Kuril Islands,50.686,156.014,1103,Subduction zone / Continental crust (>25 km),Eruption Observed,0,267,1076,3098,18872,Confirmed Eruption,1969,2.0,16.0,Historical Observations
290380,Ebeko,Stratovolcano,2020,Russia,Kuril Islands,Kuril Islands,50.686,156.014,1103,Subduction zone / Continental crust (>25 km),Eruption Observed,0,267,1076,3098,18871,Confirmed Eruption,1967,1.0,16.0,Historical Observations
290380,Ebeko,Stratovolcano,2020,Russia,Kuril Islands,Kuril Islands,50.686,156.014,1103,Subduction zone / Continental crust (>25 km),Eruption Observed,0,267,1076,3098,18870,Confirmed Eruption,1965,8.0,16.0,Historical Observations
290380,Ebeko,Stratovolcano,2020,Russia,Kuril Islands,Kuril Islands,50.686,156.014,1103,Subduction zone / Continental crust (>25 km),Eruption Observed,0,267,1076,3098,18869,Confirmed Eruption,1963,3.0,8.0,Historical Observations
290380,Ebeko,Stratovolcano,2020,Russia,Kuril Islands,Kuril Islands,50.686,156.014,1103,Subduction zone / Continental crust (>25 km),Eruption Observed,0,267,1076,3098,18868,Confirmed Eruption,1934,10.0,4.0,Historical Observations
257060,Epi,Stratovolcano(es),2004,Vanuatu,Melanesia and Australia,Vanuatu,-16.68,168.37,833,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,0,170,7819,52827,15332,Confirmed Eruption,2004,2.0,16.0,Historical Observations
257060,Epi,Stratovolcano(es),2004,Vanuatu,Melanesia and Australia,Vanuatu,-16.68,168.37,833,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,0,170,7819,52827,15325,Confirmed Eruption,1953,2.0,12.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,20841,Confirmed Eruption,2013,9.0,3.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13854,Confirmed Eruption,2010,8.0,25.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13853,Confirmed Eruption,2010,4.0,8.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13852,Confirmed Eruption,2008,5.0,13.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13849,Confirmed Eruption,2007,3.0,19.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13848,Confirmed Eruption,2006,7.0,14.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13847,Confirmed Eruption,2005,12.0,16.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13846,Confirmed Eruption,2004,9.0,7.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13838,Confirmed Eruption,2004,2.0,12.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13837,Confirmed Eruption,2003,3.0,8.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13836,Confirmed Eruption,2002,10.0,26.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13835,Confirmed Eruption,2001,12.0,16.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13832,Confirmed Eruption,2001,7.0,17.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13831,Confirmed Eruption,1994,6.0,17.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13827,Confirmed Eruption,1993,8.0,3.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13826,Confirmed Eruption,1993,2.0,3.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13825,Confirmed Eruption,1991,12.0,14.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13821,Confirmed Eruption,1989,12.0,16.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13820,Confirmed Eruption,1989,9.0,11.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13819,Confirmed Eruption,1988,10.0,2.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13818,Confirmed Eruption,1987,3.0,8.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13817,Confirmed Eruption,1986,10.0,30.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13816,Confirmed Eruption,1986,3.0,16.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13815,Confirmed Eruption,1985,12.0,19.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13814,Confirmed Eruption,1985,3.0,8.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13813,Confirmed Eruption,1984,7.0,20.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13812,Confirmed Eruption,1984,4.0,28.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13811,Confirmed Eruption,1983,3.0,28.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13810,Confirmed Eruption,1981,11.0,26.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13809,Confirmed Eruption,1981,3.0,17.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13808,Confirmed Eruption,1981,1.0,26.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13807,Confirmed Eruption,1980,7.0,8.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13806,Confirmed Eruption,1979,7.0,16.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13805,Confirmed Eruption,1979,7.0,3.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13804,Confirmed Eruption,1978,4.0,29.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13803,Confirmed Eruption,1975,2.0,24.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13801,Confirmed Eruption,1974,9.0,29.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13800,Confirmed Eruption,1974,1.0,30.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13799,Confirmed Eruption,1971,9.0,19.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13798,Confirmed Eruption,1971,4.0,5.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13797,Confirmed Eruption,1968,1.0,7.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13796,Confirmed Eruption,1966,1.0,10.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13795,Confirmed Eruption,1959,10.0,17.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13793,Confirmed Eruption,1959,3.0,23.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13792,Confirmed Eruption,1958,11.0,16.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13791,Confirmed Eruption,1957,8.0,25.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13790,Confirmed Eruption,1957,2.0,5.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13789,Confirmed Eruption,1955,4.0,5.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13787,Confirmed Eruption,1951,9.0,21.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13786,Confirmed Eruption,1950,11.0,25.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13785,Confirmed Eruption,1949,12.0,3.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13784,Confirmed Eruption,1949,12.0,2.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13525,Confirmed Eruption,1947,2.0,24.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13524,Confirmed Eruption,1947,1.0,29.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13523,Confirmed Eruption,1946,2.0,0.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13522,Confirmed Eruption,1945,6.0,5.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13521,Confirmed Eruption,1942,6.0,30.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13520,Confirmed Eruption,1941,10.0,0.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13519,Confirmed Eruption,1935,7.0,7.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13517,Confirmed Eruption,1934,1.0,5.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13516,Confirmed Eruption,1931,7.0,26.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13513,Confirmed Eruption,1928,11.0,2.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13512,Confirmed Eruption,1928,7.0,31.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13511,Confirmed Eruption,1926,1.0,2.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13783,Confirmed Eruption,1923,10.0,9.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13781,Confirmed Eruption,1923,6.0,17.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13780,Confirmed Eruption,1919,3.0,15.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13779,Confirmed Eruption,1918,11.0,30.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13778,Confirmed Eruption,1918,3.0,0.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13777,Confirmed Eruption,1917,6.0,24.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13776,Confirmed Eruption,1913,11.0,13.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13775,Confirmed Eruption,1912,8.0,4.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13774,Confirmed Eruption,1911,9.0,10.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13773,Confirmed Eruption,1911,8.0,0.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13770,Confirmed Eruption,1910,12.0,27.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13769,Confirmed Eruption,1910,3.0,23.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13768,Confirmed Eruption,1910,2.0,21.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13767,Confirmed Eruption,1908,5.0,20.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13766,Confirmed Eruption,1908,4.0,29.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13764,Confirmed Eruption,1899,7.0,19.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13763,Confirmed Eruption,1893,4.0,26.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13762,Confirmed Eruption,1892,7.0,9.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13761,Confirmed Eruption,1892,6.0,20.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13760,Confirmed Eruption,1891,2.0,20.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13759,Confirmed Eruption,1890,5.0,0.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13758,Confirmed Eruption,1888,4.0,13.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13757,Confirmed Eruption,1887,5.0,31.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13756,Confirmed Eruption,1886,5.0,18.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13755,Confirmed Eruption,1884,0.0,0.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13754,Confirmed Eruption,1883,3.0,22.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13753,Confirmed Eruption,1879,5.0,26.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13749,Confirmed Eruption,1878,12.0,23.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13748,Confirmed Eruption,1874,8.0,29.0,Historical Observations
211060,Etna,Stratovolcano(es),2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,78,3291,1016540,3052770,13746,Confirmed Eruption,1869,9.0,26.0,Historical Observations
