volcano_number,volcano_name,primary_volcano_type,last_eruption_year,country,region,subregion,latitude,longitude,elevation,tectonic_settings,evidence_category,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km,eruption_number,eruption_category,start_year,start_month,start_day,evidence_method_dating
342080,Acatenango,Stratovolcano(es),1972,Guatemala,México and Central America,Guatemala,14.501,-90.876,3976,Subduction zone / Continental crust (>25 km),Eruption Observed,4329,60730,1042836,7634778,10655,Confirmed Eruption,1972,11.0,12.0,Historical Observations
342080,Acatenango,Stratovolcano(es),1972,Guatemala,México and Central America,Guatemala,14.501,-90.876,3976,Subduction zone / Continental crust (>25 km),Eruption Observed,4329,60730,1042836,7634778,10654,Confirmed Eruption,1926,8.0,0.0,Historical Observations
342080,Acatenango,Stratovolcano(es),1972,Guatemala,México and Central America,Guatemala,14.501,-90.876,3976,Subduction zone / Continental crust (>25 km),Eruption Observed,4329,60730,1042836,7634778,10653,Confirmed Eruption,1924,12.0,18.0,Historical Observations
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",Honshu,37.647,140.281,1728,Subduction zone / Continental crust (>25 km),Eruption Observed,428,3936,717078,5024654,17913,Confirmed Eruption,1996,9.0,1.0,Historical Observations
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",Honshu,37.647,140.281,1728,Subduction zone / Continental crust (>25 km),Eruption Observed,428,3936,717078,5024654,17912,Confirmed Eruption,1900,7.0,17.0,Historical Observations
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",Honshu,37.647,140.281,1728,Subduction zone / Continental crust (>25 km),Eruption Observed,428,3936,717078,5024654,17911,Confirmed Eruption,1899,8.0,24.0,Historical Observations
382090,Agua de Pau,Stratovolcano,1564,Portugal,Atlantic Ocean,Azores,37.77,-25.47,947,Rift zone / Oceanic crust (< 15 km),Eruption Observed,406,17272,113131,119653,13033,Confirmed Eruption,1564,2.0,10.0,Historical Observations
382090,Agua de Pau,Stratovolcano,1564,Portugal,Atlantic Ocean,Azores,37.77,-25.47,947,Rift zone / Oceanic crust (< 15 km),Eruption Observed,406,17272,113131,119653,13032,Confirmed Eruption,1563,6.0,28.0,Historical Observations
264020,Agung,Stratovolcano,2019,Indonesia,Indonesia,Lesser Sunda Islands,-8.343,115.508,2997,Subduction zone / Continental crust (>25 km),Eruption Observed,5657,76781,968381,4550176,22241,Confirmed Eruption,2017,11.0,21.0,Historical Observations
284141,Ahyi,Submarine,2014,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",20.42,145.03,-75,Subduction zone / Crustal thickness unknown,Eruption Dated,0,0,0,0,18474,Confirmed Eruption,2001,4.0,24.0,Hydrophonic
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,4918,113874,905254,2610033,22203,Confirmed Eruption,2017,3.0,25.0,Historical Observations
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,4918,113874,905254,2610033,17088,Confirmed Eruption,1955,10.0,13.0,Historical Observations
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,4918,113874,905254,2610033,17086,Confirmed Eruption,1950,6.0,29.0,Historical Observations
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,4918,113874,905254,2610033,17085,Confirmed Eruption,1948,7.0,27.0,Historical Observations
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,4918,113874,905254,2610033,17084,Confirmed Eruption,1946,1.0,0.0,Historical Observations
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,4918,113874,905254,2610033,17083,Confirmed Eruption,1942,7.0,16.0,Historical Observations
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,4918,113874,905254,2610033,17082,Confirmed Eruption,1941,4.0,28.0,Historical Observations
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,4918,113874,905254,2610033,17081,Confirmed Eruption,1940,4.0,24.0,Historical Observations
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,4918,113874,905254,2610033,17080,Confirmed Eruption,1939,10.0,26.0,Historical Observations
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,4918,113874,905254,2610033,17079,Confirmed Eruption,1938,2.0,25.0,Historical Observations
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,4918,113874,905254,2610033,17078,Confirmed Eruption,1935,9.0,20.0,Historical Observations
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,4918,113874,905254,2610033,17077,Confirmed Eruption,1914,1.0,12.0,Historical Observations
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,4918,113874,905254,2610033,17061,Confirmed Eruption,1779,11.0,8.0,Historical Observations
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,4918,113874,905254,2610033,17051,Confirmed Eruption,1471,11.0,3.0,Historical Observations
300125,Akademia Nauk,Stratovolcano(es),1996,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.98,159.45,1180,Subduction zone / Continental crust (>25 km),Eruption Observed,3,3,615,12484,19125,Confirmed Eruption,1996,1.0,2.0,Historical Observations
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.384,144.013,1499,Subduction zone / Continental crust (>25 km),Eruption Observed,2062,2062,9756,929538,18707,Confirmed Eruption,2008,11.0,18.0,Historical Observations
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.384,144.013,1499,Subduction zone / Continental crust (>25 km),Eruption Observed,2062,2062,9756,929538,18704,Confirmed Eruption,2006,3.0,21.0,Historical Observations
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.384,144.013,1499,Subduction zone / Continental crust (>25 km),Eruption Observed,2062,2062,9756,929538,18703,Confirmed Eruption,1998,11.0,9.0,Historical Observations
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.384,144.013,1499,Subduction zone / Continental crust (>25 km),Eruption Observed,2062,2062,9756,929538,18702,Confirmed Eruption,1996,11.0,21.0,Historical Observations
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.384,144.013,1499,Subduction zone / Continental crust (>25 km),Eruption Observed,2062,2062,9756,929538,18701,Confirmed Eruption,1988,1.0,5.0,Historical Observations
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.384,144.013,1499,Subduction zone / Continental crust (>25 km),Eruption Observed,2062,2062,9756,929538,18700,Confirmed Eruption,1984,5.0,1.0,Historical Observations
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.384,144.013,1499,Subduction zone / Continental crust (>25 km),Eruption Observed,2062,2062,9756,929538,18699,Confirmed Eruption,1966,6.0,15.0,Historical Observations
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.384,144.013,1499,Subduction zone / Continental crust (>25 km),Eruption Observed,2062,2062,9756,929538,18698,Confirmed Eruption,1965,5.0,15.0,Historical Observations
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.384,144.013,1499,Subduction zone / Continental crust (>25 km),Eruption Observed,2062,2062,9756,929538,18697,Confirmed Eruption,1964,6.0,18.0,Historical Observations
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.384,144.013,1499,Subduction zone / Continental crust (>25 km),Eruption Observed,2062,2062,9756,929538,18696,Confirmed Eruption,1962,4.0,28.0,Historical Observations
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.384,144.013,1499,Subduction zone / Continental crust (>25 km),Eruption Observed,2062,2062,9756,929538,18695,Confirmed Eruption,1960,9.0,16.0,Historical Observations
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.384,144.013,1499,Subduction zone / Continental crust (>25 km),Eruption Observed,2062,2062,9756,929538,18694,Confirmed Eruption,1959,5.0,15.0,Historical Observations
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.384,144.013,1499,Subduction zone / Continental crust (>25 km),Eruption Observed,2062,2062,9756,929538,18693,Confirmed Eruption,1958,2.0,23.0,Historical Observations
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.384,144.013,1499,Subduction zone / Continental crust (>25 km),Eruption Observed,2062,2062,9756,929538,18692,Confirmed Eruption,1957,2.0,26.0,Historical Observations
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.384,144.013,1499,Subduction zone / Continental crust (>25 km),Eruption Observed,2062,2062,9756,929538,18691,Confirmed Eruption,1956,3.0,18.0,Historical Observations
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.384,144.013,1499,Subduction zone / Continental crust (>25 km),Eruption Observed,2062,2062,9756,929538,18690,Confirmed Eruption,1955,11.0,19.0,Historical Observations
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.384,144.013,1499,Subduction zone / Continental crust (>25 km),Eruption Observed,2062,2062,9756,929538,18689,Confirmed Eruption,1954,1.0,7.0,Historical Observations
283230,Akita-Komagatake,Stratovolcano(es),1971,Japan,"Japan, Taiwan, Marianas",Honshu,39.761,140.799,1637,Subduction zone / Continental crust (>25 km),Eruption Observed,376,3864,216708,2521611,18053,Confirmed Eruption,1970,9.0,18.0,Historical Observations
283230,Akita-Komagatake,Stratovolcano(es),1971,Japan,"Japan, Taiwan, Marianas",Honshu,39.761,140.799,1637,Subduction zone / Continental crust (>25 km),Eruption Observed,376,3864,216708,2521611,18052,Confirmed Eruption,1932,7.0,21.0,Historical Observations
283260,Akita-Yakeyama,Stratovolcano,1997,Japan,"Japan, Taiwan, Marianas",Honshu,39.964,140.757,1366,Subduction zone / Continental crust (>25 km),Eruption Observed,127,721,55493,3122037,18090,Confirmed Eruption,1997,8.0,16.0,Historical Observations
283260,Akita-Yakeyama,Stratovolcano,1997,Japan,"Japan, Taiwan, Marianas",Honshu,39.964,140.757,1366,Subduction zone / Continental crust (>25 km),Eruption Observed,127,721,55493,3122037,18089,Confirmed Eruption,1997,5.0,11.0,Historical Observations
283260,Akita-Yakeyama,Stratovolcano,1997,Japan,"Japan, Taiwan, Marianas",Honshu,39.964,140.757,1366,Subduction zone / Continental crust (>25 km),Eruption Observed,127,721,55493,3122037,18085,Confirmed Eruption,1949,8.0,30.0,Historical Observations
290390,Alaid,Stratovolcano,2018,Russia,Kuril Islands,Kuril Islands,50.861,155.565,2285,Subduction zone / Continental crust (>25 km),Eruption Observed,0,64,64,2887,20750,Confirmed Eruption,2012,10.0,5.0,Historical Observations
290390,Alaid,Stratovolcano,2018,Russia,Kuril Islands,Kuril Islands,50.861,155.565,2285,Subduction zone / Continental crust (>25 km),Eruption Observed,0,64,64,2887,18885,Confirmed Eruption,1972,6.0,18.0,Historical Observations
290390,Alaid,Stratovolcano,2018,Russia,Kuril Islands,Kuril Islands,50.861,155.565,2285,Subduction zone / Continental crust (>25 km),Eruption Observed,0,64,64,2887,18884,Confirmed Eruption,1933,11.0,13.0,Historical Observations
221112,Alayta,Shield,1915,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,12.888,40.573,1496,Rift zone / Intermediate crust (15-25 km),Eruption Observed,156,925,13459,330411,13940,Confirmed Eruption,1907,6.0,0.0,Historical Observations
342040,Almolonga,Stratovolcano,1818,Guatemala,México and Central America,Guatemala,14.797,-91.519,3173,Subduction zone / Continental crust (>25 km),Eruption Observed,91323,287487,1126942,6828403,10630,Confirmed Eruption,1818,1.0,16.0,Historical Observations
342040,Almolonga,Stratovolcano,1818,Guatemala,México and Central America,Guatemala,14.797,-91.519,3173,Subduction zone / Continental crust (>25 km),Eruption Observed,91323,287487,1126942,6828403,10628,Confirmed Eruption,1765,10.0,24.0,Historical Observations
221060,Alu-Dalafilla,Fissure vent(s),2008,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.793,40.553,578,Rift zone / Intermediate crust (15-25 km),Eruption Observed,0,9,11209,478054,13927,Confirmed Eruption,2008,11.0,3.0,Historical Observations
257030,Ambae,Shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-15.389,167.835,1496,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,73,1279,4326,73308,20752,Confirmed Eruption,2011,6.0,4.0,Historical Observations
257030,Ambae,Shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-15.389,167.835,1496,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,73,1279,4326,73308,15237,Confirmed Eruption,2005,11.0,27.0,Historical Observations
257030,Ambae,Shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-15.389,167.835,1496,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,73,1279,4326,73308,15236,Confirmed Eruption,1995,3.0,2.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15297,Confirmed Eruption,2008,5.0,23.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15296,Confirmed Eruption,2006,11.0,8.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15295,Confirmed Eruption,1996,6.0,16.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15289,Confirmed Eruption,1990,9.0,16.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15288,Confirmed Eruption,1989,4.0,24.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15287,Confirmed Eruption,1988,2.0,12.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15286,Confirmed Eruption,1986,11.0,13.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15283,Confirmed Eruption,1981,2.0,20.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15282,Confirmed Eruption,1980,5.0,16.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15281,Confirmed Eruption,1979,6.0,6.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15280,Confirmed Eruption,1979,1.0,26.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15277,Confirmed Eruption,1973,4.0,15.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15276,Confirmed Eruption,1972,4.0,15.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15275,Confirmed Eruption,1971,2.0,3.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15274,Confirmed Eruption,1967,7.0,16.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15273,Confirmed Eruption,1964,2.0,16.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15272,Confirmed Eruption,1963,8.0,30.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15271,Confirmed Eruption,1961,8.0,15.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15267,Confirmed Eruption,1957,8.0,26.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15264,Confirmed Eruption,1953,5.0,16.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15263,Confirmed Eruption,1952,8.0,10.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15262,Confirmed Eruption,1950,12.0,6.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15259,Confirmed Eruption,1937,3.0,27.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15258,Confirmed Eruption,1935,9.0,0.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15256,Confirmed Eruption,1929,6.0,28.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15254,Confirmed Eruption,1913,10.0,14.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15248,Confirmed Eruption,1894,10.0,15.0,Historical Observations
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,9,186,10826,63999,15247,Confirmed Eruption,1888,2.0,24.0,Historical Observations
284200,Anatahan,Stratovolcano,2008,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.35,145.67,790,Subduction zone / Crustal thickness unknown,Eruption Observed,0,0,0,0,18537,Confirmed Eruption,2006,3.0,20.0,Historical Observations
284200,Anatahan,Stratovolcano,2008,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.35,145.67,790,Subduction zone / Crustal thickness unknown,Eruption Observed,0,0,0,0,18536,Confirmed Eruption,2004,4.0,12.0,Historical Observations
284200,Anatahan,Stratovolcano,2008,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.35,145.67,790,Subduction zone / Crustal thickness unknown,Eruption Observed,0,0,0,0,18535,Confirmed Eruption,2003,5.0,10.0,Historical Observations
312090,Aniakchak,Caldera,1931,United States,Alaska,Alaska Peninsula,56.88,-158.17,1341,Subduction zone / Continental crust (>25 km),Eruption Observed,0,0,36,479,20192,Confirmed Eruption,1931,5.0,1.0,Historical Observations
357080,Antuco,Stratovolcano,1869,Chile,South America,Central Chile and Argentina,-37.406,-71.349,2979,Subduction zone / Continental crust (>25 km),Eruption Observed,117,474,3872,381623,19907,Confirmed Eruption,1852,11.0,0.0,Historical Observations
284060,Aogashima,Stratovolcano,1785,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",32.458,139.759,423,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,232,232,232,8559,18308,Confirmed Eruption,1780,7.0,27.0,Historical Observations
284060,Aogashima,Stratovolcano,1785,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",32.458,139.759,423,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,232,232,232,8559,18307,Confirmed Eruption,1670,0.0,0.0,Historical Observations
345033,Arenal,Stratovolcano,2010,Costa Rica,México and Central America,Costa Rica,10.463,-84.703,1670,Subduction zone / Continental crust (>25 km),Eruption Observed,3429,15643,96512,3027485,11134,Confirmed Eruption,1968,7.0,29.0,Historical Observations
283110,Asamayama,Complex,2019,Japan,"Japan, Taiwan, Marianas",Honshu,36.406,138.523,2568,Subduction zone / Continental crust (>25 km),Eruption Observed,583,22371,457576,7629353,17794,Confirmed Eruption,1947,6.0,0.0,Historical Observations
373060,Askja,Stratovolcano,1961,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),65.033,-16.783,1080,Rift zone / Oceanic crust (< 15 km),Eruption Observed,0,0,0,13028,12919,Confirmed Eruption,1961,10.0,26.0,Historical Observations
373060,Askja,Stratovolcano,1961,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),65.033,-16.783,1080,Rift zone / Oceanic crust (< 15 km),Eruption Observed,0,0,0,13028,12911,Confirmed Eruption,1875,1.0,1.0,Historical Observations
282110,Asosan,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.884,131.104,1592,Subduction zone / Continental crust (>25 km),Eruption Observed,75559,75559,234591,6507519,20960,Confirmed Eruption,2014,8.0,30.0,Historical Observations
282110,Asosan,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.884,131.104,1592,Subduction zone / Continental crust (>25 km),Eruption Observed,75559,75559,234591,6507519,20935,Confirmed Eruption,2014,1.0,13.0,Historical Observations
282110,Asosan,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.884,131.104,1592,Subduction zone / Continental crust (>25 km),Eruption Observed,75559,75559,234591,6507519,20753,Confirmed Eruption,2011,5.0,15.0,Historical Observations
282110,Asosan,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.884,131.104,1592,Subduction zone / Continental crust (>25 km),Eruption Observed,75559,75559,234591,6507519,17351,Confirmed Eruption,2008,2.0,17.0,Historical Observations
282110,Asosan,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.884,131.104,1592,Subduction zone / Continental crust (>25 km),Eruption Observed,75559,75559,234591,6507519,17350,Confirmed Eruption,2005,4.0,14.0,Historical Observations
282110,Asosan,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.884,131.104,1592,Subduction zone / Continental crust (>25 km),Eruption Observed,75559,75559,234591,6507519,17349,Confirmed Eruption,2004,1.0,14.0,Historical Observations
282110,Asosan,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.884,131.104,1592,Subduction zone / Continental crust (>25 km),Eruption Observed,75559,75559,234591,6507519,17348,Confirmed Eruption,2003,7.0,10.0,Historical Observations
282110,Asosan,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.884,131.104,1592,Subduction zone / Continental crust (>25 km),Eruption Observed,75559,75559,234591,6507519,17347,Confirmed Eruption,1994,5.0,2.0,Historical Observations
282110,Asosan,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.884,131.104,1592,Subduction zone / Continental crust (>25 km),Eruption Observed,75559,75559,234591,6507519,17346,Confirmed Eruption,1992,4.0,23.0,Historical Observations
282110,Asosan,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.884,131.104,1592,Subduction zone / Continental crust (>25 km),Eruption Observed,75559,75559,234591,6507519,17345,Confirmed Eruption,1989,4.0,5.0,Historical Observations
282110,Asosan,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.884,131.104,1592,Subduction zone / Continental crust (>25 km),Eruption Observed,75559,75559,234591,6507519,17344,Confirmed Eruption,1988,5.0,26.0,Historical Observations
282110,Asosan,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.884,131.104,1592,Subduction zone / Continental crust (>25 km),Eruption Observed,75559,75559,234591,6507519,17343,Confirmed Eruption,1984,4.0,13.0,Historical Observations
